fecha,provincia,termino_busqueda,categoria,volumen_busquedas,evento_aumento
2024-02-10,Buenos Aires,ypf cerca de mi,Estaciones,664,0
2024-02-10,Buenos Aires,ypf cerca de mi,Estaciones,2560,0
2024-02-10,CABA,aumento nafta hoy,Precios,3226,0
2024-02-11,Neuquén,horarios colectivo urbano,Alternativas,1406,0
2024-02-11,Salta,promociones cuenta dni nafta,Descuentos,527,0
2024-02-12,CABA,cuanto sube la nafta,Precios,1319,0
2024-02-12,CABA,estacion de servicio con gnc cerca,Estaciones,1989,0
2024-02-12,Córdoba,shell abierta ahora,Estaciones,1066,0
2024-02-12,CABA,estacion de servicio con gnc cerca,Estaciones,1060,0
2024-02-13,Mendoza,estacion de servicio con gnc cerca,Estaciones,1688,0
2024-02-13,Neuquén,monopatín eléctrico precio,Alternativas,1233,0
2024-02-13,Buenos Aires,estacion de servicio con gnc cerca,Estaciones,791,0
2024-02-13,Tucumán,shell abierta ahora,Estaciones,1467,0
2024-02-13,Buenos Aires,aumento nafta hoy,Precios,2481,0
2024-02-14,CABA,equipo gnc 5ta generacion precio,Alternativas,3351,0
2024-02-14,Tucumán,estaciones de servicio mas baratas,Estaciones,2279,0
2024-02-14,Buenos Aires,shell abierta ahora,Estaciones,637,0
2024-02-14,Tucumán,estacion de servicio con gnc cerca,Estaciones,2363,0
2024-02-14,Buenos Aires,promociones cuenta dni nafta,Descuentos,1715,0
2024-02-15,Córdoba,ypf cerca de mi,Estaciones,2312,0
2024-02-15,Córdoba,cuanto cuesta llenar el tanque,Precios,844,0
2024-02-16,Santa Fe,estaciones de servicio mas baratas,Estaciones,971,0
2024-02-16,CABA,precio gasoil axion,Precios,1608,0
2024-02-16,CABA,axion energia ubicaciones,Estaciones,891,0
2024-02-16,Salta,precio gasoil axion,Precios,904,0
2024-02-17,Buenos Aires,descuentos nafta modo,Descuentos,3586,0
2024-02-17,Tucumán,banco nacion descuento combustible,Descuentos,1023,0
2024-02-18,Entre Ríos,precio litro infinia shell,Precios,1784,0
2024-02-18,Buenos Aires,equipo gnc 5ta generacion precio,Alternativas,2448,0
2024-02-18,Salta,bbva descuento ypf,Descuentos,1040,0
2024-02-18,Córdoba,bbva descuento ypf,Descuentos,1280,0
2024-02-18,Buenos Aires,axion energia ubicaciones,Estaciones,2496,0
2024-02-19,Santa Fe,descuento nafta personal pay,Descuentos,2156,0
2024-02-19,Córdoba,promociones cuenta dni nafta,Descuentos,1863,0
2024-02-19,CABA,descuento nafta galicia,Descuentos,1448,0
2024-02-20,Tucumán,bbva descuento ypf,Descuentos,2460,0
2024-02-20,Buenos Aires,cuanto sube la nafta,Precios,2274,0
2024-02-20,Tucumán,descuentos nafta modo,Descuentos,2068,0
2024-02-20,Santa Fe,estacion de servicio con gnc cerca,Estaciones,564,0
2024-02-20,CABA,precio gasoil axion,Precios,704,0
2024-02-21,Santa Fe,aumento combustible fecha,Precios,1859,0
2024-02-21,Córdoba,cuanto gasta un auto por kilometro,Alternativas,1412,0
2024-02-21,Santa Fe,precio litro infinia shell,Precios,2160,0
2024-02-21,CABA,puntos serviclub canje,Descuentos,3514,0
2024-02-21,CABA,descuento nafta personal pay,Descuentos,1174,0
2024-02-22,Buenos Aires,shell abierta ahora,Estaciones,3080,0
2024-02-22,CABA,cuanto sube la nafta,Precios,2966,0
2024-02-22,Buenos Aires,estacion de servicio con gnc cerca,Estaciones,2456,0
2024-02-23,CABA,estaciones de servicio mas baratas,Estaciones,2877,0
2024-02-23,Tucumán,monopatín eléctrico precio,Alternativas,2031,0
2024-02-23,Buenos Aires,shell abierta ahora,Estaciones,2163,0
2024-02-23,CABA,cuanto gasta un auto por kilometro,Alternativas,3317,0
2024-02-24,Neuquén,shell abierta ahora,Estaciones,1838,0
2024-02-24,Mendoza,cuanto gasta un auto por kilometro,Alternativas,833,0
2024-02-25,Neuquén,convertir auto a gnc precio,Alternativas,2481,0
2024-02-25,Córdoba,puntos serviclub canje,Descuentos,1256,0
2024-02-26,CABA,aumento nafta hoy,Precios,2900,0
2024-02-26,Misiones,descuento nafta galicia,Descuentos,1383,0
2024-02-27,Córdoba,precio nafta super ypf,Precios,2345,0
2024-02-27,CABA,precio gasoil axion,Precios,2757,0
2024-02-28,Córdoba,banco nacion descuento combustible,Descuentos,5412,1
2024-02-28,Córdoba,tarjeta sube saldo,Alternativas,6176,1
2024-02-28,Salta,aumento combustible fecha,Precios,8361,1
2024-02-28,CABA,puntos serviclub canje,Descuentos,9676,1
2024-02-28,Buenos Aires,shell abierta ahora,Estaciones,8070,1
2024-02-28,Buenos Aires,descuento nafta galicia,Descuentos,10305,1
2024-02-28,Buenos Aires,equipo gnc 5ta generacion precio,Alternativas,10549,1
2024-02-28,Buenos Aires,precio litro infinia shell,Precios,5767,1
2024-02-28,Salta,precio litro infinia shell,Precios,5783,1
2024-02-29,CABA,axion energia ubicaciones,Estaciones,6274,1
2024-02-29,Tucumán,tarjeta sube saldo,Alternativas,7035,1
2024-02-29,CABA,precio litro infinia shell,Precios,6103,1
2024-02-29,CABA,bbva descuento ypf,Descuentos,11121,1
2024-02-29,Salta,precio nafta hoy argentina,Precios,5142,1
2024-02-29,Buenos Aires,bbva descuento ypf,Descuentos,7797,1
2024-02-29,Mendoza,aplicacion ypf descuentos,Descuentos,4079,1
2024-02-29,Córdoba,precio gasoil axion,Precios,8070,1
2024-02-29,Córdoba,precio gasoil axion,Precios,5192,1
2024-02-29,CABA,descuentos nafta modo,Descuentos,5391,1
2024-02-29,Córdoba,aumento nafta hoy,Precios,8130,1
2024-03-01,Santa Fe,aplicacion ypf descuentos,Descuentos,10403,1
2024-03-01,CABA,puntos serviclub canje,Descuentos,11331,1
2024-03-01,Buenos Aires,cuanto gasta un auto por kilometro,Alternativas,9709,1
2024-03-01,Santa Fe,estaciones de servicio mas baratas,Estaciones,13400,1
2024-03-01,Córdoba,descuento nafta galicia,Descuentos,13909,1
2024-03-01,CABA,descuentos nafta modo,Descuentos,12716,1
2024-03-01,Mendoza,banco nacion descuento combustible,Descuentos,14301,1
2024-03-01,Buenos Aires,aplicacion ypf descuentos,Descuentos,16940,1
2024-03-01,Córdoba,cuanto cuesta llenar el tanque,Precios,6670,1
2024-03-01,Tucumán,aumento combustible fecha,Precios,6947,1
2024-03-01,Santa Fe,precio nafta super ypf,Precios,12864,1
2024-03-01,CABA,banco nacion descuento combustible,Descuentos,9603,1
2024-03-01,Misiones,cuanto sube la nafta,Precios,6789,1
2024-03-01,CABA,precio nafta super ypf,Precios,18453,1
2024-03-01,Córdoba,tarjeta sube saldo,Alternativas,7601,1
2024-03-01,Buenos Aires,estaciones de servicio mas baratas,Estaciones,12833,1
2024-03-01,Buenos Aires,precio nafta hoy argentina,Precios,22246,1
2024-03-01,Tucumán,puntos serviclub canje,Descuentos,12159,1
2024-03-01,Buenos Aires,axion energia ubicaciones,Estaciones,8003,1
2024-03-02,Salta,cuanto sube la nafta,Precios,6942,1
2024-03-02,CABA,puntos serviclub canje,Descuentos,6846,1
2024-03-02,Mendoza,precio nafta hoy argentina,Precios,6155,1
2024-03-02,Mendoza,descuento nafta galicia,Descuentos,4325,1
2024-03-02,Mendoza,banco nacion descuento combustible,Descuentos,6576,1
2024-03-02,Tucumán,aumento combustible fecha,Precios,8235,1
2024-03-02,Buenos Aires,precio litro infinia shell,Precios,9081,1
2024-03-02,Buenos Aires,descuentos nafta modo,Descuentos,9852,1
2024-03-02,Córdoba,banco nacion descuento combustible,Descuentos,7659,1
2024-03-02,CABA,cuanto gasta un auto por kilometro,Alternativas,9505,1
2024-03-02,CABA,precio litro infinia shell,Precios,9314,1
2024-03-02,CABA,aumento combustible fecha,Precios,8841,1
2024-03-02,Misiones,equipo gnc 5ta generacion precio,Alternativas,7341,1
2024-03-02,CABA,precio nafta hoy argentina,Precios,10220,1
2024-03-02,Entre Ríos,cuanto cuesta llenar el tanque,Precios,8453,1
2024-03-02,Santa Fe,convertir auto a gnc precio,Alternativas,6452,1
2024-03-03,Santa Fe,aumento nafta hoy,Precios,8916,1
2024-03-03,CABA,aplicacion ypf descuentos,Descuentos,10331,1
2024-03-03,Córdoba,promociones cuenta dni nafta,Descuentos,6118,1
2024-03-03,Santa Fe,precio gasoil axion,Precios,6500,1
2024-03-03,Tucumán,promociones cuenta dni nafta,Descuentos,5709,1
2024-03-03,Buenos Aires,bbva descuento ypf,Descuentos,10356,1
2024-03-03,Buenos Aires,aumento nafta hoy,Precios,11483,1
2024-03-03,Buenos Aires,monopatín eléctrico precio,Alternativas,10183,1
2024-03-03,Tucumán,shell abierta ahora,Estaciones,4851,1
2024-03-03,Buenos Aires,precio nafta hoy argentina,Precios,6558,1
2024-03-03,Mendoza,descuento nafta personal pay,Descuentos,3502,1
2024-03-03,Córdoba,puntos serviclub canje,Descuentos,7744,1
2024-03-03,Buenos Aires,precio nafta super ypf,Precios,5821,1
2024-03-03,Santa Fe,puntos serviclub canje,Descuentos,8595,1
2024-03-04,Entre Ríos,equipo gnc 5ta generacion precio,Alternativas,1239,0
2024-03-04,Córdoba,convertir auto a gnc precio,Alternativas,2250,0
2024-03-05,Mendoza,horarios colectivo urbano,Alternativas,1185,0
2024-03-05,Córdoba,equipo gnc 5ta generacion precio,Alternativas,2257,0
2024-03-05,Córdoba,banco nacion descuento combustible,Descuentos,990,0
2024-03-05,Neuquén,banco nacion descuento combustible,Descuentos,1848,0
2024-03-05,Córdoba,horarios colectivo urbano,Alternativas,1452,0
2024-03-06,CABA,banco nacion descuento combustible,Descuentos,958,0
2024-03-06,Santa Fe,estacion de servicio con gnc cerca,Estaciones,1104,0
2024-03-06,Tucumán,aplicacion ypf descuentos,Descuentos,1279,0
2024-03-06,Córdoba,aplicacion ypf descuentos,Descuentos,2388,0
2024-03-06,Buenos Aires,horarios colectivo urbano,Alternativas,3542,0
2024-03-07,Buenos Aires,aumento nafta hoy,Precios,1640,0
2024-03-07,CABA,shell abierta ahora,Estaciones,1493,0
2024-03-07,CABA,equipo gnc 5ta generacion precio,Alternativas,2883,0
2024-03-07,Buenos Aires,puntos serviclub canje,Descuentos,3268,0
2024-03-07,Buenos Aires,descuento nafta galicia,Descuentos,1351,0
2024-03-08,CABA,monopatín eléctrico precio,Alternativas,1163,0
2024-03-08,Córdoba,estaciones de servicio mas baratas,Estaciones,1910,0
2024-03-08,Córdoba,tarjeta sube saldo,Alternativas,2138,0
2024-03-08,Santa Fe,monopatín eléctrico precio,Alternativas,1589,0
2024-03-08,Misiones,estaciones de servicio mas baratas,Estaciones,2146,0
2024-03-09,Buenos Aires,banco nacion descuento combustible,Descuentos,1212,0
2024-03-09,Buenos Aires,equipo gnc 5ta generacion precio,Alternativas,1261,0
2024-03-09,Tucumán,descuento nafta personal pay,Descuentos,613,0
2024-03-09,Córdoba,ypf cerca de mi,Estaciones,2729,0
2024-03-09,Entre Ríos,cuanto gasta un auto por kilometro,Alternativas,825,0
2024-03-10,Córdoba,precio nafta super ypf,Precios,2398,0
2024-03-10,Buenos Aires,puntos serviclub canje,Descuentos,2036,0
2024-03-10,Mendoza,banco nacion descuento combustible,Descuentos,1028,0
2024-03-11,CABA,banco nacion descuento combustible,Descuentos,3010,0
2024-03-11,CABA,axion energia ubicaciones,Estaciones,1058,0
2024-03-11,CABA,shell abierta ahora,Estaciones,1665,0
2024-03-11,Salta,ypf cerca de mi,Estaciones,2422,0
2024-03-12,Buenos Aires,horarios colectivo urbano,Alternativas,955,0
2024-03-12,Neuquén,descuento nafta galicia,Descuentos,611,0
2024-03-12,Neuquén,estaciones de servicio mas baratas,Estaciones,2264,0
2024-03-12,Buenos Aires,axion energia ubicaciones,Estaciones,2060,0
2024-03-13,CABA,shell abierta ahora,Estaciones,1475,0
2024-03-13,CABA,aplicacion ypf descuentos,Descuentos,1626,0
2024-03-13,CABA,aplicacion ypf descuentos,Descuentos,1186,0
2024-03-14,Salta,aumento nafta hoy,Precios,2088,0
2024-03-14,Mendoza,equipo gnc 5ta generacion precio,Alternativas,2185,0
2024-03-14,Salta,shell abierta ahora,Estaciones,1434,0
2024-03-14,Tucumán,puntos serviclub canje,Descuentos,2059,0
2024-03-14,Buenos Aires,ypf cerca de mi,Estaciones,1794,0
2024-03-15,Córdoba,tarjeta sube saldo,Alternativas,2440,0
2024-03-15,Mendoza,descuento nafta personal pay,Descuentos,1566,0
2024-03-15,Santa Fe,cuanto gasta un auto por kilometro,Alternativas,2405,0
2024-03-16,CABA,estaciones de servicio mas baratas,Estaciones,3039,0
2024-03-16,Salta,horarios colectivo urbano,Alternativas,2016,0
2024-03-16,CABA,axion energia ubicaciones,Estaciones,3432,0
2024-03-16,Buenos Aires,estaciones de servicio mas baratas,Estaciones,1367,0
2024-03-17,Buenos Aires,shell abierta ahora,Estaciones,1160,0
2024-03-17,Tucumán,precio nafta hoy argentina,Precios,637,0
2024-03-18,CABA,cuanto sube la nafta,Precios,3011,0
2024-03-18,Córdoba,precio nafta super ypf,Precios,1775,0
2024-03-19,CABA,cuanto gasta un auto por kilometro,Alternativas,2183,0
2024-03-19,Buenos Aires,cuanto gasta un auto por kilometro,Alternativas,2504,0
2024-03-19,Córdoba,banco nacion descuento combustible,Descuentos,605,0
2024-03-20,Santa Fe,estacion de servicio con gnc cerca,Estaciones,2587,0
2024-03-20,Neuquén,descuentos nafta modo,Descuentos,1470,0
2024-03-20,Misiones,banco nacion descuento combustible,Descuentos,2328,0
2024-03-20,Santa Fe,precio gasoil axion,Precios,1435,0
2024-03-21,Buenos Aires,precio nafta hoy argentina,Precios,1182,0
2024-03-21,Buenos Aires,tarjeta sube saldo,Alternativas,1625,0
2024-03-21,CABA,puntos serviclub canje,Descuentos,2160,0
2024-03-22,CABA,precio litro infinia shell,Precios,2796,0
2024-03-22,CABA,tarjeta sube saldo,Alternativas,3173,0
2024-03-22,CABA,promociones cuenta dni nafta,Descuentos,2114,0
2024-03-22,Santa Fe,axion energia ubicaciones,Estaciones,1176,0
2024-03-23,CABA,estaciones de servicio mas baratas,Estaciones,2623,0
2024-03-23,Córdoba,shell abierta ahora,Estaciones,1676,0
2024-03-23,Buenos Aires,aumento combustible fecha,Precios,1349,0
2024-03-23,Tucumán,convertir auto a gnc precio,Alternativas,2273,0
2024-03-23,Buenos Aires,aumento combustible fecha,Precios,1846,0
2024-03-24,Santa Fe,aumento nafta hoy,Precios,1691,0
2024-03-24,Córdoba,cuanto cuesta llenar el tanque,Precios,1986,0
2024-03-24,Córdoba,precio gasoil axion,Precios,1496,0
2024-03-24,Córdoba,monopatín eléctrico precio,Alternativas,1972,0
2024-03-24,Córdoba,cuanto cuesta llenar el tanque,Precios,1645,0
2024-03-25,Santa Fe,shell abierta ahora,Estaciones,2317,0
2024-03-25,Mendoza,estacion de servicio con gnc cerca,Estaciones,2013,0
2024-03-25,CABA,horarios colectivo urbano,Alternativas,2063,0
2024-03-26,Salta,cuanto sube la nafta,Precios,1324,0
2024-03-26,Entre Ríos,precio gasoil axion,Precios,1703,0
2024-03-27,Buenos Aires,precio nafta super ypf,Precios,1201,0
2024-03-27,Santa Fe,shell abierta ahora,Estaciones,746,0
2024-03-28,Buenos Aires,monopatín eléctrico precio,Alternativas,2723,0
2024-03-28,CABA,promociones cuenta dni nafta,Descuentos,3100,0
2024-03-28,Buenos Aires,shell abierta ahora,Estaciones,2158,0
2024-03-28,Neuquén,precio nafta super ypf,Precios,925,0
2024-03-28,Buenos Aires,ypf cerca de mi,Estaciones,2729,0
2024-03-29,Buenos Aires,axion energia ubicaciones,Estaciones,3133,0
2024-03-29,CABA,ypf cerca de mi,Estaciones,2534,0
2024-03-29,Tucumán,aplicacion ypf descuentos,Descuentos,1578,0
2024-03-29,Buenos Aires,aumento combustible fecha,Precios,2634,0
2024-03-29,Santa Fe,ypf cerca de mi,Estaciones,1292,0
2024-03-30,CABA,cuanto cuesta llenar el tanque,Precios,6701,1
2024-03-30,Buenos Aires,descuento nafta personal pay,Descuentos,9062,1
2024-03-30,Santa Fe,precio gasoil axion,Precios,9639,1
2024-03-30,Buenos Aires,axion energia ubicaciones,Estaciones,7757,1
2024-03-30,Buenos Aires,estacion de servicio con gnc cerca,Estaciones,9126,1
2024-03-30,Buenos Aires,descuentos nafta modo,Descuentos,10080,1
2024-03-30,Buenos Aires,precio nafta hoy argentina,Precios,10719,1
2024-03-30,Buenos Aires,shell abierta ahora,Estaciones,9862,1
2024-03-30,Salta,banco nacion descuento combustible,Descuentos,5317,1
2024-03-30,Mendoza,cuanto sube la nafta,Precios,6153,1
2024-03-30,Buenos Aires,cuanto sube la nafta,Precios,11626,1
2024-03-30,Tucumán,precio nafta super ypf,Precios,5926,1
2024-03-31,CABA,cuanto sube la nafta,Precios,5967,1
2024-03-31,Santa Fe,cuanto cuesta llenar el tanque,Precios,8084,1
2024-03-31,Córdoba,shell abierta ahora,Estaciones,3924,1
2024-03-31,Santa Fe,precio nafta hoy argentina,Precios,7583,1
2024-03-31,CABA,axion energia ubicaciones,Estaciones,5536,1
2024-03-31,Córdoba,descuento nafta personal pay,Descuentos,8863,1
2024-03-31,Santa Fe,tarjeta sube saldo,Alternativas,7469,1
2024-03-31,Neuquén,precio nafta super ypf,Precios,6389,1
2024-03-31,Salta,aumento combustible fecha,Precios,8092,1
2024-03-31,Mendoza,cuanto cuesta llenar el tanque,Precios,5351,1
2024-03-31,CABA,banco nacion descuento combustible,Descuentos,5389,1
2024-04-01,CABA,precio litro infinia shell,Precios,18757,1
2024-04-01,Córdoba,descuento nafta galicia,Descuentos,6430,1
2024-04-01,Neuquén,cuanto cuesta llenar el tanque,Precios,14153,1
2024-04-01,CABA,precio nafta hoy argentina,Precios,10746,1
2024-04-01,Entre Ríos,cuanto sube la nafta,Precios,9377,1
2024-04-01,Mendoza,cuanto cuesta llenar el tanque,Precios,13619,1
2024-04-01,Mendoza,puntos serviclub canje,Descuentos,6494,1
2024-04-01,Mendoza,aumento nafta hoy,Precios,13543,1
2024-04-01,Tucumán,precio gasoil axion,Precios,6045,1
2024-04-01,Entre Ríos,axion energia ubicaciones,Estaciones,8029,1
2024-04-01,Buenos Aires,ypf cerca de mi,Estaciones,14786,1
2024-04-01,Buenos Aires,descuento nafta galicia,Descuentos,13091,1
2024-04-01,Mendoza,precio litro infinia shell,Precios,6772,1
2024-04-01,Buenos Aires,aumento nafta hoy,Precios,8828,1
2024-04-01,Buenos Aires,aumento nafta hoy,Precios,11693,1
2024-04-01,CABA,shell abierta ahora,Estaciones,10706,1
2024-04-01,Buenos Aires,precio gasoil axion,Precios,15302,1
2024-04-02,Buenos Aires,banco nacion descuento combustible,Descuentos,10244,1
2024-04-02,Buenos Aires,cuanto gasta un auto por kilometro,Alternativas,5729,1
2024-04-02,Mendoza,banco nacion descuento combustible,Descuentos,6775,1
2024-04-02,Buenos Aires,precio nafta super ypf,Precios,9525,1
2024-04-02,Neuquén,precio nafta super ypf,Precios,5175,1
2024-04-02,Santa Fe,aplicacion ypf descuentos,Descuentos,7960,1
2024-04-02,Buenos Aires,descuento nafta galicia,Descuentos,5176,1
2024-04-02,Tucumán,cuanto sube la nafta,Precios,6179,1
2024-04-02,Mendoza,puntos serviclub canje,Descuentos,4921,1
2024-04-02,Misiones,cuanto cuesta llenar el tanque,Precios,4732,1
2024-04-02,Neuquén,aumento nafta hoy,Precios,5895,1
2024-04-02,Buenos Aires,bbva descuento ypf,Descuentos,10076,1
2024-04-03,Buenos Aires,promociones cuenta dni nafta,Descuentos,9597,1
2024-04-03,Santa Fe,estacion de servicio con gnc cerca,Estaciones,5180,1
2024-04-03,Neuquén,banco nacion descuento combustible,Descuentos,7747,1
2024-04-03,Buenos Aires,descuento nafta personal pay,Descuentos,10581,1
2024-04-03,Mendoza,descuento nafta personal pay,Descuentos,5021,1
2024-04-03,Córdoba,precio gasoil axion,Precios,4433,1
2024-04-03,Mendoza,equipo gnc 5ta generacion precio,Alternativas,7236,1
2024-04-03,CABA,aumento nafta hoy,Precios,6400,1
2024-04-03,Mendoza,puntos serviclub canje,Descuentos,5530,1
2024-04-03,CABA,promociones cuenta dni nafta,Descuentos,6757,1
2024-04-03,Mendoza,puntos serviclub canje,Descuentos,5114,1
2024-04-03,Salta,precio litro infinia shell,Precios,4801,1
2024-04-03,Buenos Aires,precio nafta super ypf,Precios,4965,1
2024-04-03,Mendoza,shell abierta ahora,Estaciones,3673,1
2024-04-03,Buenos Aires,descuento nafta personal pay,Descuentos,7751,1
2024-04-03,Tucumán,cuanto cuesta llenar el tanque,Precios,8292,1
2024-04-04,Buenos Aires,tarjeta sube saldo,Alternativas,3239,0
2024-04-04,Tucumán,cuanto gasta un auto por kilometro,Alternativas,1409,0
2024-04-04,CABA,descuento nafta galicia,Descuentos,1933,0
2024-04-05,Córdoba,equipo gnc 5ta generacion precio,Alternativas,1107,0
2024-04-05,Buenos Aires,puntos serviclub canje,Descuentos,3338,0
2024-04-06,Mendoza,precio nafta super ypf,Precios,1606,0
2024-04-06,Córdoba,aumento nafta hoy,Precios,2180,0
2024-04-06,CABA,tarjeta sube saldo,Alternativas,871,0
2024-04-06,Córdoba,bbva descuento ypf,Descuentos,2494,0
2024-04-06,Santa Fe,equipo gnc 5ta generacion precio,Alternativas,2548,0
2024-04-07,Buenos Aires,aumento combustible fecha,Precios,1851,0
2024-04-07,Mendoza,cuanto gasta un auto por kilometro,Alternativas,2477,0
2024-04-07,Córdoba,precio nafta super ypf,Precios,661,0
2024-04-07,CABA,descuento nafta personal pay,Descuentos,1100,0
2024-04-08,CABA,monopatín eléctrico precio,Alternativas,2369,0
2024-04-08,Buenos Aires,descuentos nafta modo,Descuentos,1183,0
2024-04-08,Córdoba,promociones cuenta dni nafta,Descuentos,591,0
2024-04-08,Buenos Aires,precio litro infinia shell,Precios,2344,0
2024-04-08,Salta,axion energia ubicaciones,Estaciones,940,0
2024-04-09,Buenos Aires,ypf cerca de mi,Estaciones,1577,0
2024-04-09,Mendoza,descuentos nafta modo,Descuentos,660,0
2024-04-09,Misiones,equipo gnc 5ta generacion precio,Alternativas,2290,0
2024-04-10,Buenos Aires,bbva descuento ypf,Descuentos,846,0
2024-04-10,Mendoza,cuanto gasta un auto por kilometro,Alternativas,2323,0
2024-04-10,Buenos Aires,estacion de servicio con gnc cerca,Estaciones,1107,0
2024-04-10,Buenos Aires,tarjeta sube saldo,Alternativas,1213,0
2024-04-11,Santa Fe,descuento nafta personal pay,Descuentos,1418,0
2024-04-11,CABA,axion energia ubicaciones,Estaciones,3418,0
2024-04-11,Buenos Aires,estaciones de servicio mas baratas,Estaciones,1912,0
2024-04-12,Buenos Aires,bbva descuento ypf,Descuentos,2781,0
2024-04-12,Buenos Aires,promociones cuenta dni nafta,Descuentos,786,0
2024-04-12,Tucumán,convertir auto a gnc precio,Alternativas,2200,0
2024-04-13,Buenos Aires,bbva descuento ypf,Descuentos,2199,0
2024-04-13,Santa Fe,descuento nafta personal pay,Descuentos,2067,0
2024-04-13,Neuquén,horarios colectivo urbano,Alternativas,1939,0
2024-04-13,CABA,estaciones de servicio mas baratas,Estaciones,1191,0
2024-04-14,CABA,convertir auto a gnc precio,Alternativas,753,0
2024-04-14,Entre Ríos,puntos serviclub canje,Descuentos,794,0
2024-04-14,CABA,bbva descuento ypf,Descuentos,2082,0
2024-04-15,Neuquén,banco nacion descuento combustible,Descuentos,2372,0
2024-04-15,CABA,precio nafta super ypf,Precios,2977,0
2024-04-15,Córdoba,promociones cuenta dni nafta,Descuentos,2013,0
2024-04-15,CABA,axion energia ubicaciones,Estaciones,774,0
2024-04-16,Buenos Aires,aumento combustible fecha,Precios,2365,0
2024-04-16,Mendoza,precio nafta super ypf,Precios,2432,0
2024-04-16,Salta,estaciones de servicio mas baratas,Estaciones,1252,0
2024-04-17,Salta,convertir auto a gnc precio,Alternativas,1293,0
2024-04-17,CABA,convertir auto a gnc precio,Alternativas,3075,0
2024-04-17,Buenos Aires,equipo gnc 5ta generacion precio,Alternativas,2337,0
2024-04-17,Córdoba,horarios colectivo urbano,Alternativas,838,0
2024-04-18,Buenos Aires,estaciones de servicio mas baratas,Estaciones,3474,0
2024-04-18,Santa Fe,descuento nafta personal pay,Descuentos,1720,0
2024-04-18,CABA,precio gasoil axion,Precios,2106,0
2024-04-18,Córdoba,axion energia ubicaciones,Estaciones,1913,0
2024-04-19,CABA,aumento nafta hoy,Precios,1092,0
2024-04-19,Salta,cuanto gasta un auto por kilometro,Alternativas,1688,0
2024-04-19,Buenos Aires,aumento nafta hoy,Precios,2944,0
2024-04-19,Córdoba,shell abierta ahora,Estaciones,2948,0
2024-04-20,Buenos Aires,puntos serviclub canje,Descuentos,1101,0
2024-04-20,CABA,precio nafta super ypf,Precios,942,0
2024-04-20,Buenos Aires,estacion de servicio con gnc cerca,Estaciones,1032,0
2024-04-21,Misiones,tarjeta sube saldo,Alternativas,946,0
2024-04-21,Mendoza,precio nafta super ypf,Precios,1221,0
2024-04-22,Córdoba,descuento nafta galicia,Descuentos,1913,0
2024-04-22,CABA,descuento nafta galicia,Descuentos,2283,0
2024-04-22,Santa Fe,bbva descuento ypf,Descuentos,2306,0
2024-04-22,Buenos Aires,ypf cerca de mi,Estaciones,1829,0
2024-04-22,Mendoza,cuanto gasta un auto por kilometro,Alternativas,1947,0
2024-04-23,Buenos Aires,precio nafta hoy argentina,Precios,1593,0
2024-04-23,Salta,precio litro infinia shell,Precios,1985,0
2024-04-23,Buenos Aires,ypf cerca de mi,Estaciones,3059,0
2024-04-23,CABA,aumento nafta hoy,Precios,1053,0
2024-04-23,Tucumán,ypf cerca de mi,Estaciones,2368,0
2024-04-24,Neuquén,cuanto gasta un auto por kilometro,Alternativas,1360,0
2024-04-24,Buenos Aires,tarjeta sube saldo,Alternativas,1511,0
2024-04-24,Tucumán,descuento nafta galicia,Descuentos,2306,0
2024-04-25,Buenos Aires,aumento combustible fecha,Precios,698,0
2024-04-25,Buenos Aires,precio nafta super ypf,Precios,1015,0
2024-04-26,Tucumán,horarios colectivo urbano,Alternativas,1059,0
2024-04-26,Córdoba,precio nafta super ypf,Precios,1702,0
2024-04-26,CABA,convertir auto a gnc precio,Alternativas,1144,0
2024-04-26,Buenos Aires,banco nacion descuento combustible,Descuentos,3269,0
2024-04-26,Córdoba,shell abierta ahora,Estaciones,656,0
2024-04-27,Santa Fe,descuento nafta personal pay,Descuentos,2481,0
2024-04-27,Santa Fe,aplicacion ypf descuentos,Descuentos,641,0
2024-04-27,Buenos Aires,precio litro infinia shell,Precios,3148,0
2024-04-28,Santa Fe,cuanto sube la nafta,Precios,2387,0
2024-04-28,Misiones,shell abierta ahora,Estaciones,2341,0
2024-04-28,Córdoba,aumento nafta hoy,Precios,2220,0
2024-04-28,Buenos Aires,cuanto cuesta llenar el tanque,Precios,2964,0
2024-04-28,Buenos Aires,estaciones de servicio mas baratas,Estaciones,2731,0
2024-04-29,Córdoba,axion energia ubicaciones,Estaciones,9244,1
2024-04-29,Buenos Aires,descuento nafta galicia,Descuentos,5110,1
2024-04-29,Entre Ríos,precio gasoil axion,Precios,5408,1
2024-04-29,Córdoba,aplicacion ypf descuentos,Descuentos,4617,1
2024-04-29,Buenos Aires,bbva descuento ypf,Descuentos,11926,1
2024-04-29,CABA,bbva descuento ypf,Descuentos,8555,1
2024-04-29,CABA,shell abierta ahora,Estaciones,5034,1
2024-04-29,Córdoba,cuanto cuesta llenar el tanque,Precios,7529,1
2024-04-29,Buenos Aires,aplicacion ypf descuentos,Descuentos,8282,1
2024-04-29,Santa Fe,cuanto sube la nafta,Precios,5786,1
2024-04-29,Santa Fe,precio gasoil axion,Precios,4977,1
2024-04-29,Buenos Aires,cuanto sube la nafta,Precios,8648,1
2024-04-29,Santa Fe,equipo gnc 5ta generacion precio,Alternativas,7448,1
